"bibliography.congress classifications","bibliography.languages","bibliography.subjects","bibliography.title","bibliography.type","metadata.downloads","metadata.id","metadata.rank","metadata.url","bibliography.author.birth","bibliography.author.death","bibliography.author.name","bibliography.publication.day","bibliography.publication.full","bibliography.publication.month","bibliography.publication.month name","bibliography.publication.year","metadata.formats.total","metadata.formats.types","metrics.difficulty.automated readability index","metrics.difficulty.coleman liau index","metrics.difficulty.dale chall readability score","metrics.difficulty.difficult words","metrics.difficulty.flesch kincaid grade","metrics.difficulty.flesch reading ease","metrics.difficulty.gunning fog","metrics.difficulty.linsear write formula","metrics.difficulty.smog index","metrics.sentiments.polarity","metrics.sentiments.subjectivity","metrics.statistics.average letter per word","metrics.statistics.average sentence length","metrics.statistics.average sentence per word","metrics.statistics.characters","metrics.statistics.polysyllables","metrics.statistics.sentences","metrics.statistics.syllables","metrics.statistics.words"
"PR","en","British -- Foreign countries -- Fiction,Impostors and imposture -- Fiction,Adventure stories","The Prisoner of Zenda","Text","471","95","859","https://www.gutenberg.org/ebooks/95","1863","1933","Hope, Anthony","10","January 10, 2006","1","January","2006","7","text/html; charset=us-ascii,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain","7.6","8.69","5.92","5418","5.2","82.65","7.6000000000000005","55.0","3.1","0.09295242634592055","0.47140109045575","4.58","14.0","0.07","246183","801","3583","68324.4","53712"
"BR","en","Christianity -- Essence, genius, nature;Apologetics;Chesterton, G. K. (Gilbert Keith), 1874-1936","Orthodoxy","Text","470","16769","860","https://www.gutenberg.org/ebooks/16769","1874","1936","Chesterton, G. K. (Gilbert Keith)","28","September 28, 2005","9","September","2005","8","text/plain; charset=utf-8,text/plain; charset=us-ascii,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,application/x-mobipocket-ebook","10.8","10.1","6.37","7016","8.7","68.1","10.0","4.5","3.1","0.07488876795002697","0.5125026289895424","4.72","20.0","0.05","300209","2749","3180","90596.7","63642"
"PZ,PT","en","Family life -- Fiction,Survival -- Fiction,Islands -- Fiction","The Swiss Family Robinson; or Adventures in a Desert Island","Text","469","11703","861","https://www.gutenberg.org/ebooks/11703","1743","1818","Wyss, Johann David","24","March 24, 2004","3","March","2004","7","text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,text/plain","12.2","10.22","6.05","9840","8.7","73.51","11.200000000000001","7.0","3.1","0.13662616586577633","0.5027232475902264","4.69","23.0","0.04","574215","2906","5303","164467.8","122543"
"PA","en","Latin language -- Grammar","New Latin Grammar","Text","469","15665","862","https://www.gutenberg.org/ebooks/15665","1858","1921","Bennett, Charles E. (Charles Edwin)","20","April 20, 2005","4","April","2005","7","text/plain; charset=utf-8,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii","11.0","14.48","7.21","15618","6.4","68.77","6.4","6.0","3.1","0.10220333438647515","0.41596249184995837","5.68","11.0","0.09","463619","4650","7233","119139.3","81574"
"PR,PZ","en","Fantasy fiction;Satire;Voyages, Imaginary -- Early works to 1800;Travelers -- Fiction;Gulliver, Lemuel (Fictitious character) -- Fiction","Gulliver's Travels into Several Remote Regions of the World","Text","469","17157","863","https://www.gutenberg.org/ebooks/17157","1667","1745","Swift, Jonathan","26","November 26, 2005","11","November","2005","9","image/jpeg,text/html; charset=iso-8859-1,text/plain,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,application/x-mobipocket-ebook","16.2","10.63","6.89","5832","12.6","57.95","14.0","5.5","3.1","0.10880184133876691","0.4684500981588397","4.71","30.0","0.03","245686","1346","1688","71464.5","52111"
"B","en","Hindu philosophy,India -- Religion","A History of Indian Philosophy, Volume 1","Text","468","12956","864","https://www.gutenberg.org/ebooks/12956","1885","1952","Dasgupta, Surendranath","20","July 20, 2004","7","July","2004","8","text/html,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=iso-8859-1,application/x-mobipocket-ebook","16.5","14.45","6.09","16981","12.7","47.12","11.600000000000001","21.0","8.8","0.07724100622713882","0.4637152296528388","5.42","24.0","0.04","1154886","16296","8603","334907.1","212995"
"PZ,PS","en","New England -- History -- 19th century -- Fiction,Family life -- New England -- Fiction,Boarding schools -- Fiction,Schools -- Fiction","Little Men","Text","468","2788","865","https://www.gutenberg.org/ebooks/2788","1832","1888","Alcott, Louisa May","1","2001","1","January","2001","7","text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","10.4","8.94","5.89","8051","7.9","75.54","10.4","2.5","3.1","0.13241984029170245","0.5198706054167309","4.52","21.0","0.05","474837","1495","4975","132327.0","104971"
"PR","en","Psychological fiction,Epistolary fiction,England -- Fiction,Young women -- Crimes against -- Fiction,Conflict of generations -- Fiction,Rape victims -- Fiction,Kidnapping victims -- Fiction","Clarissa Harlowe; or the history of a young lady — Volume 1","Text","468","9296","866","https://www.gutenberg.org/ebooks/9296","1689","1761","Richardson, Samuel","1","November, 2005","11","November","2005","7","application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,text/plain","11.3","9.46","6.1","9318","9.5","66.07","10.8","14.5","3.1","0.12844338932586247","0.544504498581412","4.61","22.0","0.05","492734","3248","4843","144820.8","106924"
"TX","en","Vegetarianism,Food -- Analysis,Diet","The Chemistry of Food and Nutrition","Text","467","15237","867","https://www.gutenberg.org/ebooks/15237","0","0","Duncan, A. W.","2","March 2, 2005","3","March","2005","8","text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain","12.1","12.7","6.74","4727","8.7","62.68","8.8","11.0","3.1","0.08606164662817284","0.47103777954936993","5.22","17.0","0.06","172239","1839","1851","49484.7","32972"
"PS","en","Short stories, American;Fiction","Flappers and Philosophers","Text","467","4368","868","https://www.gutenberg.org/ebooks/4368","1896","1940","Fitzgerald, F. Scott (Francis Scott)","1","August, 2003","8","August","2003","8","text/html; charset=iso-8859-1,application/x-mobipocket-ebook,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/plain; charset=us-ascii,text/plain","9.3","11.07","6.41","7945","6.4","74.19","7.6000000000000005","18.5","3.1","0.057485445416860174","0.4806159973406343","4.99","14.0","0.07","301886","1727","4155","83546.1","60462"
"","fr","","La chanson des vieux époux","Text","467","51313","869","https://www.gutenberg.org/ebooks/51313","1850","1923","Loti, Pierre","27","February 27, 2016","2","February","2016","8","image/jpeg,text/html; charset=utf-8,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,text/plain","19.0","15.1","9.52","773","12.2","58.96","13.600000000000001","8.5","3.1","0.09387400793650792","0.7027777777777778","5.48","29.0","0.03","15025","75","94","3972.6","2744"
"B,PA","en","Classical literature;Philosophy, Ancient;Socrates, 470 BC-399 BC;Piety -- Early works to 1800","Euthyphro","Text","466","1642","870","https://www.gutenberg.org/ebooks/1642","-428","-348","Plato","1","February, 1999","2","February","1999","7","text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","11.0","9.92","6.44","1056","8.7","68.1","10.0","11.0","3.1","0.16249830052759745","0.5600563672438674","4.69","20.0","0.05","43113","208","447","12623.4","9202"
"PA","en","Epic poetry, Greek -- Translations into English;Hymns, Greek (Classical) -- Translations into English;Gods, Greek -- Poetry;Epic poetry, Greek;Hesiod -- Translations into English","Hesiod, the Homeric Hymns, and Homerica","Text","466","348","871","https://www.gutenberg.org/ebooks/348","0","0","Hesiod","5","July 5, 2008","7","July","2008","7","application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii","12.8","11.38","6.45","9810","8.3","74.53","10.8","14.5","3.1","0.13655120406824772","0.5224412960568154","4.89","22.0","0.04","441248","1832","4039","118998.0","90161"
"","en","","The Furious Rose","Text","466","51257","872","https://www.gutenberg.org/ebooks/51257","0","0","Evans, Dean","21","February 21, 2016","2","February","2016","7","text/plain,image/jpeg,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii","6.5","9.54","6.34","643","3.3","87.72","5.6000000000000005","7.0","3.1","0.033560080514916296","0.4549068895419259","4.88","9.0","0.1","21990","108","459","5952.6","4508"
"JC","en","Great Britain -- Politics and government -- 1760-1820;France -- History -- Revolution, 1789-1799 -- Causes;Burke, Edmund, 1729-1797. Reflections on the revolution in France;Political science","The Writings of Thomas Paine — Volume 2 (1779-1792): The Rights of Man","Text","465","3742","873","https://www.gutenberg.org/ebooks/3742","1737","1809","Paine, Thomas","1","February, 2003","2","February","2003","8","application/rdf+xml,text/html; charset=iso-8859-1,application/x-mobipocket-ebook,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/plain; charset=us-ascii,text/plain","15.3","11.73","6.4","8689","12.3","53.55","12.4","6.5","8.8","0.07867469266232535","0.4378467874227099","4.95","26.0","0.04","461496","4716","3471","137565.0","93230"
"","en","","Nursing as Caring: A Model for Transforming Practice","Text","465","42988","874","https://www.gutenberg.org/ebooks/42988","0","0","Boykin, Anne","20","June 20, 2013","6","June","2013","12","application/rdf+xml,image/jpeg,text/plain; charset=us-ascii,application/pdf,application/x-mobipocket-ebook,application/octet-stream,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,text/html; charset=iso-8859-1,text/plain,application/msword","14.4","15.14","6.45","4209","10.7","52.19","9.600000000000001","15.5","8.8","0.10308436199246854","0.41856854402907173","5.59","19.0","0.05","198690","2601","1863","56629.8","35556"
"PR","en","Ship captains -- Fiction,Fugitives from justice -- Fiction,Psychological fiction,Sea stories","The Secret Sharer","Text","463","220","875","https://www.gutenberg.org/ebooks/220","1857","1924","Conrad, Joseph","1","February 1995","2","February","1995","6","text/plain,text/plain; charset=us-ascii,text/html; charset=us-ascii,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","7.7","8.58","6.51","2229","5.6","81.63","8.0","27.5","3.1","0.022859249587897326","0.4754694408004009","4.56","15.0","0.07","75367","351","1083","21790.8","16538"
"K","en","Common law","The Common Law","Text","463","2449","876","https://www.gutenberg.org/ebooks/2449","1841","1935","Holmes, Oliver Wendell","1","December, 2000","12","December","2000","6","application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii","11.3","10.21","5.72","9100","7.6","76.56","10.0","4.5","3.1","0.06165126114660273","0.44151405947984645","4.74","20.0","0.05","625340","4665","6329","177481.8","132004"
"PS","en","Western stories,Frontier and pioneer life -- West (U.S.) -- Fiction","The Luck of Roaring Camp and Other Tales: With Condensed Novels, Spanish and American Legends, and Earlier Papers","Text","463","6373","877","https://www.gutenberg.org/ebooks/6373","1836","1902","Harte, Bret","1","August, 2004","8","August","2004","7","text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","10.7","11.54","6.44","16450","7.2","72.16","8.4","18.5","3.1","0.06654640256468654","0.4755482478225085","5.02","16.0","0.06","649524","4492","7610","183800.7","129266"
"HX","en","Socialism","The Soul of Man under Socialism","Text","462","1017","878","https://www.gutenberg.org/ebooks/1017","1854","1900","Wilde, Oscar","26","September 26, 2014","9","September","2014","7","image/jpeg,text/html,text/plain; charset=utf-8,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","10.0","10.32","6.69","2018","8.7","62.68","8.8","8.0","3.1","0.12331553055805884","0.5447954828305094","4.81","17.0","0.06","69161","764","820","21019.5","14391"
"DC","en","France -- History -- Revolution, 1789-1799;France -- History -- Louis XVI, 1774-1793","The French Revolution: A History","Text","462","1301","879","https://www.gutenberg.org/ebooks/1301","1795","1881","Carlyle, Thomas","15","February 15, 2006","2","February","2006","7","application/x-mobipocket-ebook,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii","14.4","13.81","6.76","39727","10.3","58.62","10.4","1.5","3.1","0.05971791746935568","0.48970679977854986","5.36","21.0","0.05","1610702","14129","14188","450294.3","300739"
"PS","en","Swedish Americans -- Fiction,Women pioneers -- Fiction,Women farmers -- Fiction,Domestic fiction,Women immigrants -- Fiction,Frontier and pioneer life -- Nebraska -- Fiction,Historical fiction,Nebraska -- Fiction,Brothers and sisters -- Fiction,Farm life -- Fiction","O Pioneers!","Text","461","24","880","https://www.gutenberg.org/ebooks/24","1873","1947","Cather, Willa","1","January 1992","1","January","1992","7","text/html; charset=us-ascii,text/plain; charset=us-ascii,text/plain,application/zip,application/rdf+xml,application/epub+zip,application/x-mobipocket-ebook","7.3","8.69","5.75","4990","5.2","82.65","7.6000000000000005","13.0","3.1","0.08161564597512085","0.47308327051129134","4.58","14.0","0.07","254122","1163","3894","71888.4","55435"
"PR","en","Arthurian romances,Lady of the Lake (Legendary character) -- Romances","The Lady of the Lake","Text","461","3011","881","https://www.gutenberg.org/ebooks/3011","1771","1832","Scott, Walter","1","January, 2002","1","January","2002","8","text/html; charset=iso-8859-1,text/plain; charset=us-ascii,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook","12.1","11.72","6.68","10414","7.2","77.57","9.600000000000001","6.5","3.1","0.09757067452463182","0.48945360233868485","5.0","19.0","0.05","391852","1427","3947","102721.5","78425"
"D","en","World history,World history -- Juvenile literature","The Story of Mankind","Text","461","754","882","https://www.gutenberg.org/ebooks/754","1882","1944","Van Loon, Hendrik Willem","1","December, 1996","12","December","1996","7","text/plain,text/plain; charset=us-ascii,application/x-mobipocket-ebook,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=us-ascii","12.6","11.31","6.16","12161","9.1","67.08","10.4","7.5","3.1","0.11101541682587594","0.4578413125762167","4.93","21.0","0.05","637026","4641","5995","186628.5","129204"
"PS","en","American poetry -- 20th century","A Boy's Will","Text","460","3021","883","https://www.gutenberg.org/ebooks/3021","1874","1963","Frost, Robert","1","January, 2002","1","January","2002","8","text/plain; charset=us-ascii,application/x-mobipocket-ebook,text/plain; charset=iso-8859-1,application/zip,application/rdf+xml,application/epub+zip,text/html; charset=iso-8859-1,text/plain","13.9","9.64","7.01","740","9.1","77.91","12.8","5.5","3.1","0.0862794102805264","0.49601716141001895","4.59","27.0","0.04","26318","38","209","7145.1","5737"
"PQ","fr","Poetry","Les Fleurs du Mal","Text","460","6099","884","https://www.gutenberg.org/ebooks/6099","1821","1867","Baudelaire, Charles","1","July, 2004","7","July","2004","7","text/html; charset=iso-8859-1,text/plain,application/zip,text/plain; charset=iso-8859-1,application/epub+zip,application/rdf+xml,application/x-mobipocket-ebook","16.1","13.81","8.39","5514","10.7","63.02","12.0","19.0","3.1","0.09990522747948051","0.682167658730159","5.31","25.0","0.04","131501","341","990","34137.9","24751"
