"Dimensions.Height","Dimensions.Length","Dimensions.Width","Engine Information.Driveline","Engine Information.Engine Type","Engine Information.Hybrid","Engine Information.Number of Forward Gears","Engine Information.Transmission","Fuel Information.City mpg","Fuel Information.Fuel Type","Fuel Information.Highway mpg","Identification.Classification","Identification.ID","Identification.Make","Identification.Model Year","Identification.Year","Engine Information.Engine Statistics.Horsepower","Engine Information.Engine Statistics.Torque"
"188","68","97","Front-wheel drive","Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs","True","6","6 Speed Automatic Select Shift","20","Gasoline","28","Automatic transmission","2010 Hyundai Santa Fe GLS AT","Hyundai","2010 Hyundai Santa Fe","2010","175","169"
"188","68","97","Front-wheel drive","Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs","True","6","6 Speed Manual","19","Gasoline","26","Manual transmission","2010 Hyundai Santa Fe GLS","Hyundai","2010 Hyundai Santa Fe","2010","175","169"
"5","33","143","Front-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","28","Automatic transmission","2012 Ford Taurus SE","Ford","2012 Ford Taurus","2012","263","249"
"5","33","143","Front-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic Select Shift","18","Gasoline","27","Automatic transmission","2012 Ford Taurus SEL","Ford","2012 Ford Taurus","2012","263","249"
"5","33","143","All-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic Select Shift","17","Gasoline","26","Automatic transmission","2012 Ford Taurus SEL AWD","Ford","2012 Ford Taurus","2012","263","249"
"5","33","143","Front-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic Select Shift","18","Gasoline","27","Automatic transmission","2012 Ford Taurus Limited","Ford","2012 Ford Taurus","2012","263","249"
"5","33","143","All-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic Select Shift","17","Gasoline","26","Automatic transmission","2012 Ford Taurus Limited AWD","Ford","2012 Ford Taurus","2012","263","249"
"5","33","143","Front-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","28","Automatic transmission","2011 Ford Taurus SE","Ford","2011 Ford Taurus","2011","263","249"
"5","33","143","Front-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","27","Automatic transmission","2011 Ford Taurus SEL","Ford","2011 Ford Taurus","2011","263","249"
"5","33","143","All-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic","17","Gasoline","25","Automatic transmission","2011 Ford Taurus SEL AWD","Ford","2011 Ford Taurus","2011","263","249"
"5","33","143","Front-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","27","Automatic transmission","2011 Ford Taurus Limited","Ford","2011 Ford Taurus","2011","263","249"
"5","33","143","All-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic","17","Gasoline","25","Automatic transmission","2011 Ford Taurus Limited AWD","Ford","2011 Ford Taurus","2011","263","249"
"5","33","143","Front-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","28","Automatic transmission","2010 Ford Taurus SE","Ford","2010 Ford Taurus","2010","263","249"
"5","33","143","Front-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","27","Automatic transmission","2010 Ford Taurus SEL","Ford","2010 Ford Taurus","2010","263","249"
"5","33","143","All-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic","17","Gasoline","25","Automatic transmission","2010 Ford Taurus SEL AWD","Ford","2010 Ford Taurus","2010","263","249"
"5","33","143","Front-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","27","Automatic transmission","2010 Ford Taurus Limited","Ford","2010 Ford Taurus","2010","263","249"
"5","33","143","All-wheel drive","Ford 3.5L 6 Cylinder 263 hp 249 ft-lbs","True","6","6 Speed Automatic","17","Gasoline","25","Automatic transmission","2010 Ford Taurus Limited AWD","Ford","2010 Ford Taurus","2010","263","249"
"200","105","249","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","6","6 Speed Automatic","23","Gasoline","30","Automatic transmission","2010 Volkswagen Golf 2.5L 4-Door","Volkswagen","2010 Volkswagen Golf 4-Door","2010","170","177"
"200","105","249","Front-wheel drive","Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel","True","6","6 Speed Manual","30","Diesel fuel","41","Manual transmission","2010 Volkswagen Golf 4-Door TDI","Volkswagen","2010 Volkswagen Golf 4-Door","2010","140","236"
"200","105","249","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","5","5 Speed Manual","23","Gasoline","33","Manual transmission","2011 Volkswagen Golf 2.5L 2-Door","Volkswagen","2011 Volkswagen Golf 2-Door","2011","170","177"
"200","105","249","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","6","6 Speed Automatic","24","Gasoline","31","Automatic transmission","2011 Volkswagen Golf 2.5L 2-Door AT","Volkswagen","2011 Volkswagen Golf 2-Door","2011","170","177"
"200","105","249","Front-wheel drive","Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel","True","6","6 Speed Manual","30","Diesel fuel","42","Manual transmission","2011 Volkswagen Golf TDI Clean Diesel 2-Door","Volkswagen","2011 Volkswagen Golf 2-Door","2011","140","236"
"165","70","138","Front-wheel drive","Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs","True","6","6 Speed Automatic","19","Gasoline","26","Automatic transmission","2011 Ford Edge SE","Ford","2011 Ford Edge","2011","285","253"
"165","70","138","Front-wheel drive","Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs","True","6","6 Speed Automatic","19","Gasoline","26","Automatic transmission","2011 Ford Edge SEL","Ford","2011 Ford Edge","2011","285","253"
"165","70","138","All-wheel drive","Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","26","Automatic transmission","2011 Ford Edge SEL AWD","Ford","2011 Ford Edge","2011","285","253"
"165","70","138","Front-wheel drive","Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs","True","6","6 Speed Automatic","19","Gasoline","26","Automatic transmission","2011 Ford Edge Limited","Ford","2011 Ford Edge","2011","285","253"
"165","70","138","All-wheel drive","Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","26","Automatic transmission","2011 Ford Edge Limited AWD","Ford","2011 Ford Edge","2011","285","253"
"165","70","138","Front-wheel drive","Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","25","Automatic transmission","2011 Ford Edge Sport","Ford","2011 Ford Edge","2011","305","280"
"165","70","138","All-wheel drive","Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs","True","6","6 Speed Automatic","17","Gasoline","23","Automatic transmission","2011 Ford Edge Sport AWD","Ford","2011 Ford Edge","2011","305","280"
"200","105","249","Front-wheel drive","Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs","True","6","6 Speed Automatic","24","Gasoline","31","Automatic transmission","2011 Volkswagen Golf 2.5L 4-Door","Volkswagen","2011 Volkswagen Golf 4-Door","2011","170","177"
"200","105","249","Front-wheel drive","Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel","True","6","6 Speed Manual","30","Diesel fuel","42","Manual transmission","2011 Volkswagen Golf TDI Clean Diesel 4-Door","Volkswagen","2011 Volkswagen Golf 4-Door","2011","140","236"
"89","27","228","All-wheel drive","Audi 4.2L 8 cylinder 354hp 325 ft-lbs","True","6","6 Speed Automatic Select Shift","16","Gasoline","24","Automatic transmission","2012 Audi S5 Coupe 4.2 AT","Audi","2012 Audi S5 Coupe","2012","354","325"
"89","27","228","All-wheel drive","Audi 4.2L 8 cylinder 354hp 325 ft-lbs","True","6","6 Speed Manual","14","Gasoline","22","Manual transmission","2012 Audi S5 Coupe 4.2","Audi","2012 Audi S5 Coupe","2012","354","325"
"165","70","138","Front-wheel drive","Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs","True","6","6 Speed Automatic Select Shift","19","Gasoline","27","Automatic transmission","2012 Ford Edge SE","Ford","2012 Ford Edge","2012","285","253"
"165","70","138","Front-wheel drive","Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs","True","6","6 Speed Automatic Select Shift","19","Gasoline","27","Automatic transmission","2012 Ford Edge SEL","Ford","2012 Ford Edge","2012","285","253"
"165","70","138","All-wheel drive","Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs","True","6","6 Speed Automatic Select Shift","18","Gasoline","25","Automatic transmission","2012 Ford Edge SEL AWD","Ford","2012 Ford Edge","2012","285","253"
"165","70","138","Front-wheel drive","Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs","True","6","6 Speed Automatic Select Shift","19","Gasoline","27","Automatic transmission","2012 Ford Edge Limited","Ford","2012 Ford Edge","2012","285","253"
"165","70","138","All-wheel drive","Ford 3.5L 6 Cylinder 285 hp 253 ft-lbs","True","6","6 Speed Automatic Select Shift","18","Gasoline","25","Automatic transmission","2012 Ford Edge Limited AWD","Ford","2012 Ford Edge","2012","285","253"
"165","70","138","Front-wheel drive","Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs","True","6","6 Speed Automatic Select Shift","19","Gasoline","26","Automatic transmission","2012 Ford Edge Sport","Ford","2012 Ford Edge","2012","305","280"
"165","70","138","All-wheel drive","Ford 3.7L 6 Cylinder 305 hp 280 ft-lbs","True","6","6 Speed Automatic Select Shift","17","Gasoline","23","Automatic transmission","2012 Ford Edge Sport AWD","Ford","2012 Ford Edge","2012","305","280"
"165","108","133","Front-wheel drive","Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","25","Automatic transmission","2010 Ford Edge SE","Ford","2010 Ford Edge","2010","265","250"
"165","108","133","Front-wheel drive","Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs","True","6","6 Speed Automatic","17","Gasoline","23","Automatic transmission","2010 Ford Edge SE Fleet","Ford","2010 Ford Edge","2010","265","250"
"165","108","133","Front-wheel drive","Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","25","Automatic transmission","2010 Ford Edge SEL","Ford","2010 Ford Edge","2010","265","250"
"165","108","133","All-wheel drive","Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs","True","6","6 Speed Automatic","17","Gasoline","23","Automatic transmission","2010 Ford Edge SEL AWD","Ford","2010 Ford Edge","2010","265","250"
"165","108","133","Front-wheel drive","Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","25","Automatic transmission","2010 Ford Edge Limited","Ford","2010 Ford Edge","2010","265","250"
"165","108","133","All-wheel drive","Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs","True","6","6 Speed Automatic","17","Gasoline","23","Automatic transmission","2010 Ford Edge Limited AWD","Ford","2010 Ford Edge","2010","265","250"
"165","108","133","Front-wheel drive","Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs","True","6","6 Speed Automatic","18","Gasoline","25","Automatic transmission","2010 Ford Edge Sport","Ford","2010 Ford Edge","2010","265","250"
"165","108","133","All-wheel drive","Ford 3.5L 6 Cylinder 265 hp 250 ft-lbs","True","6","6 Speed Automatic","17","Gasoline","23","Automatic transmission","2010 Ford Edge Sport AWD","Ford","2010 Ford Edge","2010","265","250"
"92","17","62","All-wheel drive","Audi 4.2L 8 cylinder 354hp 325 ft-lbs","True","6","6 Speed Automatic Select Shift","16","Gasoline","24","Automatic transmission","2011 Audi S5 Coupe 4.2 AT","Audi","2011 Audi S5 Coupe","2011","354","325"
"92","17","62","All-wheel drive","Audi 4.2L 8 cylinder 354hp 325 ft-lbs","True","6","6 Speed Manual","14","Gasoline","22","Manual transmission","2011 Audi S5 Coupe 4.2","Audi","2011 Audi S5 Coupe","2011","354","325"
"165","70","138","Front-wheel drive","Ford 2.0L 4 Cylinder 240 hp 270 ft-lbs Turbo","True","6","6 Speed Automatic","21","Gasoline","30","Automatic transmission","2012 Ford Edge SE Turbo","Ford","2012 Ford Edge","2012","240","270"
"165","70","138","Front-wheel drive","Ford 2.0L 4 Cylinder 240 hp 270 ft-lbs Turbo","True","6","6 Speed Automatic","21","Gasoline","30","Automatic transmission","2012 Ford Edge Limited Turbo","Ford","2012 Ford Edge","2012","240","270"
"165","70","138","Front-wheel drive","Ford 2.0L 4 Cylinder 240 hp 270 ft-lbs Turbo","True","6","6 Speed Automatic","21","Gasoline","30","Automatic transmission","2012 Ford Edge SEL Turbo","Ford","2012 Ford Edge","2012","240","270"
"89","27","62","All-wheel drive","Audi 4.2L 8 cylinder 354hp 325 ft-lbs","True","6","6 Speed Automatic Select Shift","16","Gasoline","24","Automatic transmission","2010 Audi S5 Coupe 4.2 AT","Audi","2010 Audi S5 Coupe","2010","354","325"
"89","27","62","All-wheel drive","Audi 4.2L 8 cylinder 354hp 325 ft-lbs","True","6","6 Speed Manual","14","Gasoline","22","Manual transmission","2010 Audi S5 Coupe 4.2","Audi","2010 Audi S5 Coupe","2010","354","325"
"169","52","237","All-wheel drive","Audi 5.2L 10 Cylinder 435hp 398 ft-lbs","True","6","6 Speed Automatic Select Shift","14","Gasoline","21","Automatic transmission","2011 Audi S6","Audi","2011 Audi S6","2011","435","398"
"169","52","220","All-wheel drive","Audi 5.2L 10 Cylinder 435hp 398 ft-lbs","True","6","6 Speed Automatic Select Shift","14","Gasoline","19","Automatic transmission","2010 Audi S6","Audi","2010 Audi S6","2010","435","398"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Manual","26","Gasoline","34","Manual transmission","2011 Honda Civic DX Sedan","Honda","2011 Honda Civic Sedan","2011","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Automatic","25","Gasoline","36","Automatic transmission","2011 Honda Civic DX Sedan AT","Honda","2011 Honda Civic Sedan","2011","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Manual","26","Gasoline","34","Manual transmission","2011 Honda Civic DX-VP Sedan","Honda","2011 Honda Civic Sedan","2011","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Automatic","25","Gasoline","36","Automatic transmission","2011 Honda Civic DX-VP Sedan AT","Honda","2011 Honda Civic Sedan","2011","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Manual","26","Gasoline","34","Manual transmission","2011 Honda Civic LX Sedan","Honda","2011 Honda Civic Sedan","2011","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Automatic","25","Gasoline","36","Automatic transmission","2011 Honda Civic LX Sedan AT","Honda","2011 Honda Civic Sedan","2011","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Manual","26","Gasoline","34","Manual transmission","2011 Honda Civic LX-S Sedan","Honda","2011 Honda Civic Sedan","2011","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Automatic","25","Gasoline","36","Automatic transmission","2011 Honda Civic LX-S Sedan AT","Honda","2011 Honda Civic Sedan","2011","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Manual","26","Gasoline","34","Manual transmission","2011 Honda Civic EX Sedan","Honda","2011 Honda Civic Sedan","2011","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Automatic","25","Gasoline","36","Automatic transmission","2011 Honda Civic EX Sedan AT","Honda","2011 Honda Civic Sedan","2011","140","128"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 140hp 128 ft-lbs","True","5","5 Speed Automatic","25","Gasoline","36","Automatic transmission","2011 Honda Civic EX-L Sedan","Honda","2011 Honda Civic Sedan","2011","140","128"
"155","151","216","Front-wheel drive","Honda 2.0L 4 Cyinder 197 hp 139 ft-lbs","True","6","6 Speed Manual","21","Gasoline","29","Manual transmission","2011 Honda Civic Si Sedan","Honda","2011 Honda Civic Sedan","2011","197","139"
"155","151","216","Front-wheel drive","Honda 1.8L 4 Cylinder 113 hp 109 ft-lbs CNG","True","5","5 Speed Automatic","24","Compressed natural gas","36","Automatic transmission","2011 Honda Civic GX Sedan","Honda","2011 Honda Civic Sedan","2011","113","109"
"212","108","135","Rear-wheel drive","Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs","True","6","6 Speed Manual","15","Gasoline","24","Manual transmission","2012 Chevrolet Corvette Z06 1LZ","Chevrolet","2012 Chevrolet Corvette Z06","2012","505","470"
"212","108","135","Rear-wheel drive","Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs","True","6","6 Speed Manual","15","Gasoline","24","Manual transmission","2012 Chevrolet Corvette Z06 2LZ","Chevrolet","2012 Chevrolet Corvette Z06","2012","505","470"
"212","108","135","Rear-wheel drive","Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs","True","6","6 Speed Manual","15","Gasoline","24","Manual transmission","2012 Chevrolet Corvette Z06 3LZ","Chevrolet","2012 Chevrolet Corvette Z06","2012","505","470"
"212","108","135","Rear-wheel drive","Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs","True","6","6 Speed Manual","15","Gasoline","24","Manual transmission","2011 Chevrolet Corvette Z06 1LZ","Chevrolet","2011 Chevrolet Corvette Z06","2011","505","470"
"212","108","135","Rear-wheel drive","Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs","True","6","6 Speed Manual","15","Gasoline","24","Manual transmission","2011 Chevrolet Corvette Z06 2LZ","Chevrolet","2011 Chevrolet Corvette Z06","2011","505","470"
"212","108","135","Rear-wheel drive","Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs","True","6","6 Speed Manual","15","Gasoline","24","Manual transmission","2011 Chevrolet Corvette Z06 3LZ","Chevrolet","2011 Chevrolet Corvette Z06","2011","505","470"
"212","108","135","Rear-wheel drive","Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs","True","6","6 Speed Manual","15","Gasoline","24","Manual transmission","2010 Chevrolet Corvette Z06 1LZ","Chevrolet","2010 Chevrolet Corvette Z06","2010","505","470"
"212","108","135","Rear-wheel drive","Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs","True","6","6 Speed Manual","15","Gasoline","24","Manual transmission","2010 Chevrolet Corvette Z06 2LZ","Chevrolet","2010 Chevrolet Corvette Z06","2010","505","470"
"212","108","135","Rear-wheel drive","Chevrolet 7.0L 8 Cylinder 505 hp 470 ft-lbs","True","6","6 Speed Manual","15","Gasoline","24","Manual transmission","2010 Chevrolet Corvette Z06 3LZ","Chevrolet","2010 Chevrolet Corvette Z06","2010","505","470"
"223","82","52","Rear-wheel drive","Chevrolet 6.2L 8 Cylinder 430 hp 424 ft-lbs","True","6","6 Speed Manual","16","Gasoline","26","Manual transmission","2012 Chevrolet Corvette Convertible 1LT","Chevrolet","2012 Chevrolet Corvette Convertible","2012","430","424"
